candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,data_access,1: underlying repositories public; accession-level reconstruction unavailable,Claims public GEO/TCGA/TCIA/cBioPortal sources while noting patient-level restrictions for complete clinical reproduction,Underlying GEO/TCGA/TCIA/cBioPortal sources are identified as public; complete patient-level reconstruction remains subject to original source availability and agreements,"Training pipeline, Data Availability, and Reproducibility sections",Primary publication resolves data_access to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,preprocessing_reproducibility,1: high-level QC and architecture described; XML ends mid-equation,"Detailed QC, architecture, dependencies, hyperparameters, action space, and supplementary pipeline","Detailed QC, architecture, dependencies, hyperparameters, action space, and supplementary pipeline","Training pipeline, Data Availability, and Reproducibility sections",Primary publication supports Reviewer B's more precise formulation for preprocessing_reproducibility; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,randomness,NI: not verifiable,Fixed seed 42; bootstrap resampling reported,Fixed seed 42; bootstrap resampling reported,"Training pipeline, Data Availability, and Reproducibility sections",Primary publication supports Reviewer B's more precise formulation for randomness; no incompatible claim from Reviewer A was carried forward.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,evidence_anchors,Europe PMC PMCID PMC13505573 fullTextXML sections through hierarchical encoder; Figs. 1-2; stable DOI; publisher PDF denied access,Methods cohort/external/temporal holdouts; Figs. 1-4; Tables 3-4/S11-S16; trajectory/deployment Results; Discussion; Reproducibility,"Primary journal PDF Figs. 1-4; cohort/completeness and temporal holdout Methods; TDM, MPC/CEM, training and evaluation Methods; trajectory Results; Table 4; deployment, limitations, and Reproducibility sections",Full primary journal PDF,Primary publication resolves evidence_anchors to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,appraisal_strengths,"Large multimodal cohort, missing-modality design, temporal/external cohorts, and explicit causal caution","Large multimodal cohort, trajectory holdout, frozen geographic validation, planning, real observational decision use, and AE reporting","Large multimodal cohort, patient-level splits, missing-modality handling, held-out trajectory and geographic validation, explicit planning, real observational decision use, and adverse-event reporting",Full primary journal PDF,Primary publication resolves appraisal_strengths to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,appraisal_limitations,"Primary public XML truncates mid-Methods; key metrics, horizon, calibration, reproducibility, and statistics not independently verifiable","Nonrandom allocation, no causal identification, provenance tensions, richer-input baseline advantage, and no stable code URL","Nonrandomized treatment uptake, no causal identification or positivity diagnostic, modality advantages across baselines, no horizon-resolved rollout fidelity or formal calibration, and no stable code/checkpoint URL",Full primary journal PDF,Primary publication resolves appraisal_limitations to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,source_status,Partial primary full text inspected; Europe PMC XML truncated and publisher PDF inaccessible,Exact open full text inspected through Europe PMC/PMC,Exact open primary Cyborg and Bionic Systems journal PDF inspected from DOI 10.34133/cbsystems.0559,Journal PDF title page and DOI,Primary publication resolves source_status to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2BD39C3B8E,Deep Generative Model of Macrophage Immune Response for Hepato-intestinal Tumor Therapy Optimization.,reviewer_confidence,low,medium,high,Full primary journal PDF,Primary publication resolves reviewer_confidence to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,publication_status,Peer-reviewed npj Digital Medicine article; 2025,Peer-reviewed npj Digital Medicine journal article (2025),Peer-reviewed npj Digital Medicine journal article (2025),npj Digital Medicine title page and DOI,Primary publication supports Reviewer B's more precise formulation for publication_status; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,domain,AML mechanistic pharmacology and longitudinal clinical data,AML treatment toxicity and neutropenia forecasting,AML treatment toxicity and neutropenia forecasting,Methods Clinical and cellular data; Table 2,Primary publication supports Reviewer B's more precise formulation for domain; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,dataset_or_cohort,VenEx trial NCT04267081; venetoclax plus azacitidine,"VenEx NCT04267081, Finnish AML Group/University of Helsinki; venetoclax/azacitidine schedules with longitudinal neutrophils and marrow blasts","VenEx NCT04267081, Finnish AML Group/University of Helsinki; venetoclax/azacitidine schedules with longitudinal neutrophils and marrow blasts",Methods Clinical and cellular data; Table 2,Primary publication supports Reviewer B's more precise formulation for dataset_or_cohort; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,sample_scale,92 patients available; 71 modeled; 33 with enough cycles for temporal testing,92 treated; 71 model-fit; 33 with at least seven cycles for temporal train/test,92 treated; 71 model-fit; 33 with at least seven cycles for temporal train/test,Methods Clinical and cellular data; Table 2,Primary publication supports Reviewer B's more precise formulation for sample_scale; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,institution_count,One Finnish multicenter trial cohort; site count NI,Single trial network/coordinating institution; exact treating-site count NI,Single trial network/coordinating institution; exact treating-site count NI,Methods Clinical and cellular data; Table 2,Primary publication supports Reviewer B's more precise formulation for institution_count; no incompatible claim from Reviewer A was carried forward.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,split_strategy,"Within-patient temporal split: 1-5 training cycles, next two short-term tests, later cycles long-term tests","Within-patient temporal split: 1-5 training cycles, next two short-term test, all later cycles long-term test","Within-patient temporal split: one to five training cycles, the next two cycles as short-term tests, and all later observed cycles as long-term tests",Methods Clinical and cellular data; Table 2,Primary publication resolves split_strategy to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-XF38CEA9063,Digital twin models for predicting venetoclax and azacitidine-induced neutropenia in patients with acute myeloid leukemia.,observation_process,"Sparse irregular neutrophil counts, marrow blasts, treatment schedules, and doses",Sparse longitudinal neutrophil counts and marrow-blast percentages aligned to treatment cycles/doses,Sparse longitudinal neutrophil counts and marrow-blast percentages aligned to treatment cycles/doses,Methods Clinical and cellular data; Table 2,Primary publication supports Reviewer B's more precise formulation for observation_process; no incompatible claim from Reviewer A was carried forward.
